ID, Beans, Bread, Cerel,ChdBby, Chips,  Corn,  Eggs,  Fish, Fruit,  Meat,  Milk,Pepper,  Rice, Salza, Sauce,  Soda,Tomato,Tortya,Vegges,YogChs
447,     3,     6,     6,     4,     9,     1,     6,     0,     4,     8,     2,     3,     2,     2,     1,     8,     1,     2,     5,     2
448,     6,     4,     7,     5,     0,     1,     1,     0,     7,     0,     3,     2,     8,     4,     8,     2,     1,     0,     8,     8
449,     9,     3,     2,     2,     0,     0,     1,     1,     8,     1,     0,     3,     6,     4,     7,     1,     2,     1,     5,     5
450,     2,     4,     5,     2,     2,     0,     1,     3,     5,     8,     8,     6,     6,     1,     0,     2,     0,     1,     9,     3
451,     1,     3,     8,     7,     8,     0,     4,     2,     7,     8,     2,     1,     3,     3,     1,     9,     4,     4,     1,     1
452,     1,     2,     7,     5,     5,     0,     4,     2,     7,     7,     2,     1,     3,     1,     1,     9,     2,     2,     1,     0
453,     9,     4,     7,     7,     1,     1,     1,     1,     3,     3,     1,     3,     9,     1,     7,     0,     1,     0,     9,     5
454,     2,     3,     8,     7,     8,     2,     4,     4,     5,     9,     2,     4,     0,     1,     1,     7,     3,     1,     3,     2
455,     1,     7,     5,     5,     8,     1,     7,     1,     5,     9,     0,     2,     1,     2,     2,    10,     3,     0,     2,     0
456,     8,     7,     7,     6,     9,     4,     6,     1,     5,     2,     6,     8,     7,     8,     0,     0,     6,    10,     5,     4
457,     1,     5,     8,     4,     1,     1,     2,     1,     4,     7,     6,     5,     6,     0,     0,     1,     0,     1,     8,     6
458,     2,     4,     8,     3,    10,     0,     4,     2,     3,     7,     1,     3,     1,     1,     1,     9,     4,     3,     2,     1
459,     8,     5,     5,     5,     7,     5,     4,     2,     6,     3,     6,    10,     5,     8,     0,     1,     2,     7,     8,     7
460,     1,     5,     4,     5,     1,     0,     8,     9,     5,     5,     5,     4,     9,     0,     0,     2,     3,     1,     9,     2
461,     3,     3,     7,     5,     8,     1,     5,     1,     6,     8,     3,     4,     3,     1,     2,     8,     1,     2,     2,     1
462,     8,     6,     7,     5,     8,     6,     5,     2,     7,     6,     5,     9,     7,     4,     0,     0,     6,     8,     5,     8
463,     3,     1,     5,     3,     2,     1,     9,    10,     5,     6,     3,     1,     8,     0,     1,     2,     2,     2,     8,     1
464,     4,     1,     1,     6,     3,     4,     5,     0,     4,     8,     2,     4,     9,     1,     0,     0,     4,     8,     8,     7
465,     0,     2,     5,     4,     2,     1,     7,     9,     5,     9,     7,     2,    10,     2,     2,     0,     4,     2,     8,     2
466,     6,     1,     0,     5,     3,     2,     9,     1,     5,     7,     3,     4,     8,     3,     0,     2,     6,     7,     9,    10
467,     9,     1,     2,     6,     0,     0,     1,     1,     6,     1,     2,     3,     8,     2,     8,     5,     2,     2,     8,     6
468,     1,     4,     6,     6,     0,     2,     8,     9,     4,     6,     8,     2,     6,     0,     1,     0,     1,     3,     9,     3
469,     3,     1,     1,     4,     3,     6,     5,     0,     5,     7,     4,     6,     9,     4,     0,     1,     9,     9,    10,     9
470,     2,     3,     7,     5,     9,     0,     5,     1,     6,     8,     3,     3,     2,     3,     1,     7,     3,     1,     0,     1
471,     2,     2,     8,     5,     6,     1,     7,     1,     2,     5,     2,     1,     1,     0,     1,     8,     0,     4,     0,     1
472,     2,     4,     7,     4,     9,     0,     6,     0,     4,     6,     1,     2,     2,     2,     0,     8,     2,     0,     2,     0
473,     8,     6,     6,     3,     7,     9,     4,     2,     7,     4,     7,     6,     8,     7,     2,     0,     6,     8,     7,     9
474,     1,     2,     7,     5,     0,     0,     8,    10,     4,     6,     4,     1,     6,     1,     3,     2,     3,     2,     8,     1
475,     0,     3,     4,     3,     9,     2,     6,     0,     6,    10,     1,     4,     1,     2,     2,     7,     5,     0,     3,     2
476,     4,     7,     9,     1,     3,     1,     3,     2,     4,     6,    10,     5,     5,     1,     0,     0,     1,     0,     6,     6
477,     0,     5,     6,     6,     2,     1,     7,     6,     5,     7,     5,     0,    10,     0,     0,     2,     2,     1,     8,     4
478,     4,     4,     4,     6,     0,     0,     8,     7,     5,     4,     5,     3,     6,     1,     0,     0,     6,     0,     6,     7
479,     0,     2,     6,     2,     3,     1,     6,     7,     5,     8,     7,     2,     8,     0,     0,     1,     2,     1,    10,     2
480,     2,     4,     5,     5,     1,     1,     6,     8,     6,     7,     5,     1,     7,     0,     3,     1,     2,     0,     9,     2
481,     6,     5,     6,     6,     8,     5,     6,     2,     5,     3,     7,     9,     7,    10,     0,     1,     5,     8,     8,     5
482,     9,     4,     5,     4,     0,     1,     1,     2,     8,     1,     1,     2,     7,     1,     8,     0,     1,     1,     5,     8
483,     3,     5,     8,     4,     7,     0,     5,     1,     7,     8,     0,     2,     1,     2,     0,     8,     2,     1,     3,     1
484,     5,     1,     2,     3,     2,     6,     7,     0,     4,     7,     4,     3,     5,     1,     0,     0,     7,     6,     9,     9
485,     2,     2,     5,     4,     1,     0,     8,     8,     4,     5,     7,     1,     9,     0,     1,     1,     4,     1,     8,     3
486,     8,     2,     2,     8,     3,     5,     7,     2,     3,     9,     1,     8,     9,     3,     1,     3,     4,     5,     9,     9
487,     4,     1,     1,     6,     3,     4,     5,     0,     5,     7,     3,     5,    10,     1,     0,     1,     6,     9,     9,    10
488,     7,     1,     7,     5,     0,     1,     1,     2,     3,     1,     4,     1,     8,     0,     6,     0,     1,     2,     5,     5
489,     9,     5,     7,     3,    10,     8,     3,     0,     7,     6,     9,     6,     6,     8,     1,     1,     5,     9,     4,     8
490,     1,     4,     4,     2,     3,     1,    10,     9,     7,     6,     8,     0,     6,     2,     1,     2,     4,     1,     9,     3
491,    10,     4,     8,     7,    10,     6,     8,     2,     6,     6,     7,     8,     9,     9,     0,     1,     2,     7,     7,     5
492,     1,     4,     8,     3,     3,     1,     7,     3,     6,     5,     7,     3,     6,     2,     2,     2,     0,     0,     8,     4
493,     3,     3,     8,     6,     8,     0,     5,     2,     5,    10,     4,     0,     0,     1,     0,    10,     1,     1,     1,     2
494,     4,     4,     8,     3,     5,     0,     3,     2,     3,     6,     4,     2,     3,     4,     1,     9,     2,     1,     2,     0
495,     8,     2,     9,     7,     0,     0,     0,     1,     7,     3,     1,     1,     7,     2,     8,     3,     0,     3,     7,    10
496,     7,     3,     6,     5,     0,     1,     3,     0,     3,     1,     0,     3,     6,     2,     6,     0,     2,     3,     6,     3
497,     8,     6,     4,     7,     1,     1,     3,     4,     6,     2,     2,     0,     8,     0,     8,     1,     1,     1,     5,     8
498,     0,     4,     7,     3,     2,     0,     9,     9,     6,     6,     3,     0,    10,     0,     1,     1,     2,     0,     7,     4
499,     8,     1,     3,     4,     0,     0,     1,     1,     6,     0,     2,     0,     7,     1,     9,     0,     0,     1,     8,     7
500,     4,     7,    10,     6,     4,     0,     4,     2,     7,     8,     5,     3,     8,     3,     3,     0,     0,     2,     8,     4
501,    10,     2,     4,     5,     1,     0,     1,     2,     5,     3,     1,     0,    10,     3,     5,     1,     1,     1,     9,     6
502,     2,     3,     8,     6,     6,     0,     4,     2,     6,     9,     2,     0,     0,     2,     1,     9,     1,     4,     3,     0
503,     2,     4,    10,     6,     6,     1,     6,     2,     8,     8,     1,     2,     3,     4,     1,     7,     0,     2,     3,     3
504,     3,     7,     7,     4,     8,     0,     8,     1,     6,     7,     1,     1,     3,     2,     5,     8,     4,     1,     1,     3
505,     7,     3,     4,     4,     0,     1,     1,     3,     8,     1,     4,     0,     8,     2,     8,     1,     0,     2,     7,     5
506,     6,     6,     7,     2,     8,     7,     5,     1,     5,     5,     8,     9,     7,     9,     3,     2,     9,     8,     6,     5
507,     5,     3,     7,     4,     6,     2,     4,     1,     5,     4,    10,     9,     7,     8,     1,     0,     6,     5,     4,     8
508,     9,     3,     5,     6,     0,     2,     1,     1,     6,     1,     3,     1,     6,     2,     7,     2,     0,     0,     8,     6
509,     9,     4,     5,     6,     0,     2,     3,     0,     6,     0,     0,     0,     9,     2,     9,     1,     0,     0,     9,     6
510,     6,     3,     7,     5,     9,     5,     6,     2,     5,     6,     7,     9,     9,     7,     2,     0,     6,     8,     7,     8
511,     2,     4,     8,     6,     1,     0,     8,     6,     4,     6,     8,     2,     7,     1,     0,     1,     0,     2,     7,     1
512,     6,     4,     7,     5,     8,     6,     6,     1,     5,     5,     8,    10,     7,     9,     0,     1,     3,     9,     8,     6
513,     8,     3,     0,     5,     1,     1,     3,     2,     8,     2,     3,     0,     8,     4,     9,     0,     2,     0,     8,     6
514,     9,     5,     4,     6,     0,     0,     1,     1,     5,     0,     2,     0,     8,     1,     7,     2,     0,     2,     8,     5
515,     5,     4,     1,     5,     3,     2,     4,     3,     3,     6,     4,     6,    10,     0,     0,     0,     8,     7,     8,     8
516,     5,     4,     6,     6,     9,     9,     3,     1,     7,     5,     7,     8,     9,     9,     0,     0,     4,     9,     4,     3
517,     1,     2,     8,     5,     7,     0,     5,     0,     5,    10,     2,     3,     3,     1,     0,     8,     4,     0,     4,     0
518,     0,     2,     6,     6,     1,     0,     7,     7,     4,     7,     4,     2,     8,     1,     0,     1,     1,     0,    10,     2
519,     7,     0,     0,     4,     1,     3,     4,     0,     3,     8,     3,     6,     7,     4,     0,     0,     7,     5,    10,     8
520,     5,     5,     1,     8,     2,     5,     7,     1,     8,     9,     4,     4,     7,     2,     1,     1,     6,     8,    10,     9
521,     2,     4,     9,     3,     2,     1,     5,     3,     7,     7,     8,     5,     6,     1,     0,     1,     1,     1,     8,     6
522,     2,     3,     7,     6,     2,     0,     7,     8,     3,     4,     8,     1,     8,     2,     0,     2,     2,     0,     4,     1
523,     6,     7,     6,     8,     1,     0,     3,     2,     5,     0,     2,     1,     8,     0,     8,     2,     1,     0,     5,     6
524,     2,     1,     1,     3,     3,     3,     5,     1,     6,     5,     3,     5,     6,     0,     1,     2,     6,     6,    10,     7
525,     2,     3,     7,     3,     9,     1,     5,     2,     8,     8,     3,     1,     1,     4,     0,     9,     2,     1,     5,     1
526,     7,     5,     5,     3,     7,     7,     2,     1,     7,     5,     6,    10,     8,     9,     0,     0,     7,     8,     8,     2
527,     2,     8,     8,     1,     5,     3,     2,     0,     4,     9,     9,     7,     4,     0,     2,     2,     1,     2,     7,     5
528,     1,     4,     6,     5,     0,     2,     8,     8,     4,     5,     7,     2,     6,     2,     1,     3,     2,     2,     6,     4
529,     6,     2,     1,     5,     2,     5,     6,     1,     7,     9,     3,     5,     7,     0,     0,     0,     7,     8,     9,     8
530,     4,     2,     1,     6,     1,     8,     4,     1,     4,     8,     4,     6,     7,     2,     1,     1,     9,     8,    10,     6
531,     8,     5,     6,     6,     8,     7,     2,     2,     6,     2,     8,     8,    10,    10,     0,     0,     4,     7,     6,     7
532,     3,     5,     7,     6,     2,     0,     7,     2,     4,     5,     8,     4,     7,     1,     1,     2,     1,     1,     8,     4
533,     7,     6,     5,     4,     1,     1,     1,     4,     5,     3,     3,     1,     8,     0,     8,     0,     1,     0,     7,     7
534,     5,     4,     7,     3,     6,     0,     6,     2,     3,     8,     3,     2,     1,     2,     1,     7,     3,     3,     2,     4
535,     8,     3,     7,     5,     1,     2,     0,     1,     5,     1,     2,     0,     8,     2,     6,     0,     0,     1,     8,     6
536,     3,     4,     9,     3,     3,     0,     8,     8,     5,     8,     6,     0,     8,     0,     1,     0,     3,     0,     7,     3
537,    10,     1,     7,     7,     8,     5,     5,     4,     3,     4,     5,     6,     9,     8,     1,     1,     5,    10,     6,     8
538,     1,     3,     8,     7,     8,     1,     4,     1,     6,     7,     3,     2,     4,     2,     0,     8,     4,     1,     0,     2
539,     1,     5,     9,     4,     8,     1,     5,     3,     6,     9,     2,     2,     3,     1,     0,     5,     2,     2,     0,     0
540,     8,     4,     4,     5,     1,     1,     2,     2,     8,     2,     3,     0,     7,     2,     6,     0,     0,     0,     5,     5
541,     1,     4,     8,     4,     9,     0,     5,     2,     4,     7,     1,     0,     2,     0,     2,    10,     0,     2,     2,     2
542,     9,     3,     6,     8,     1,     0,     0,     0,     7,     1,     2,     0,     7,     1,     7,     2,     0,     0,    10,     7
543,     9,     7,     7,     5,     8,     8,     6,     0,     4,     4,     8,    10,     5,     7,     1,     0,     4,     7,     8,     7
544,     6,     1,     0,     6,     3,     5,     5,     0,     5,     8,     2,     4,    10,     0,     0,     0,     6,     6,    10,     7
545,     9,     4,     6,     5,     8,     6,     3,     1,     6,     0,     8,     7,     7,     5,     0,     0,     3,     6,     9,     4
546,     9,     4,     5,     6,     9,     7,     4,     3,     5,     6,     8,    10,     6,     8,     1,     1,     5,     8,     6,     7
547,     2,     7,     5,     4,     3,     3,     4,     2,     6,     8,     9,     4,     7,     0,     1,     0,     0,     2,     5,     6
548,     5,     0,     2,     6,     3,     7,     6,     2,     6,     6,     3,     6,     9,     0,     0,     4,     7,     7,    10,     9
549,     5,     4,     9,     4,     3,     2,     4,     2,     8,     7,     8,     4,     7,     0,     1,     1,     0,     0,     6,     4
550,     7,     6,     6,     5,     6,     8,     5,     2,     5,     4,     8,     8,     6,     8,     1,     2,     5,     9,     7,     6
551,     3,     1,     1,     6,     1,     5,     6,     1,     6,     7,     0,     5,     9,     2,     0,     3,     7,     5,     9,     9
552,     1,     4,     6,     4,     0,     0,     8,     7,     8,     6,     4,     1,     6,     1,     2,     1,     1,     1,     7,     1
553,     7,     6,     7,     3,     1,     0,     0,     1,     3,     1,     3,     1,     7,     0,     9,     0,     1,     1,     6,     5
554,     3,     2,     5,     3,     1,     1,     8,     9,     5,     4,     5,     2,     7,     0,     1,     0,     0,     0,     8,     2
555,     2,     4,     8,     5,     3,     3,     5,     1,     5,     9,     8,     5,     4,     1,     1,     0,     2,     2,     7,     5
556,     5,     1,     5,     6,     1,     0,     0,     2,     8,     1,     3,     1,     8,     3,     6,     2,     0,     0,     9,     4
557,     2,     6,     8,     6,     2,     0,     5,     0,     7,     7,     9,     3,     2,     1,     2,     3,     0,     1,     5,     7
558,     4,     3,     2,     3,     1,     3,     4,     2,     5,     6,     1,     5,     9,     2,     0,     0,     6,     7,    10,    10
559,     3,     3,     8,     6,     9,     1,     4,     2,     3,     8,     3,     0,     1,     3,     2,    10,     2,     1,     1,     1
560,     5,     2,     1,     3,     5,     7,     7,     0,     9,     7,     1,     3,    10,     2,     0,     2,     8,     6,     9,     8
561,     4,     0,     1,     4,     2,     5,     5,     2,     4,     9,     1,     5,    10,     3,     2,     2,     8,     7,    10,     8
562,     8,     3,     8,     6,     9,    10,     4,     1,     8,     3,     9,     8,     9,     7,     0,     0,     3,     8,     8,     9
563,     7,     4,     6,     4,     6,     8,     5,     1,     4,     2,     8,     6,     8,     9,     2,     0,     5,     9,     6,     6
564,     2,     3,     9,     4,     8,     1,     5,     2,     3,     5,     1,     3,     0,     1,     2,     8,     4,     2,     4,     2
565,     2,     2,     7,     5,     1,     0,     8,     9,     4,     5,     6,     0,     7,     2,     1,     1,     4,     1,     8,     1
566,     9,     2,     9,     3,    10,     8,     5,     0,     2,     4,     7,     8,     7,     8,     0,     0,     4,     9,     7,     8
567,     1,     0,     7,     4,     6,     2,     3,     0,     6,     8,     0,     1,     1,     2,     0,     8,     0,     0,     3,     0
568,     6,     7,     8,     2,     0,     1,     2,     1,     7,     1,     1,     3,     9,     4,     8,     1,     0,     1,     5,     6
569,     6,     2,     0,     5,     2,     3,     5,     0,     4,     5,     1,     4,     9,     0,     0,     2,     7,     8,     9,    10
570,     9,     5,     6,     2,     0,     0,     0,     0,     6,     2,     1,     4,     5,     2,     9,     3,     0,     1,     5,     6
571,     4,     9,     7,     4,     2,     3,     5,     1,     5,     8,     8,     6,     4,     1,     2,     0,     1,     0,     9,     8
572,     2,     4,     6,     5,     6,     1,     7,     0,     4,     8,     3,     2,     3,     0,     2,     5,     1,     3,     1,     0
573,    10,     6,     7,     6,     7,     4,     4,     2,     7,     5,     7,     8,     7,     7,     3,     0,     6,     9,     7,     4
574,     8,     5,     3,     5,     1,     3,     1,     1,     5,     1,     2,     1,     7,     2,     8,     0,     2,     3,     4,     3
575,     1,     6,     5,     4,     8,     0,     4,     1,     7,     8,     3,     4,     2,     1,     0,     9,     1,     0,     3,     1
576,     1,    10,     9,     6,     5,     1,     4,     2,     4,     8,    10,     5,     5,     0,     0,     1,     1,     1,     8,     7
577,     0,     9,     7,     5,     3,     1,     9,     2,     5,     8,     6,     5,     7,     0,     0,     0,     1,     0,     7,     7
578,     4,     3,     1,     4,     1,     4,     6,     2,     8,     9,     3,     7,     5,     3,     1,     1,     5,     7,    10,     7
579,     8,     3,     4,     6,     0,     0,     2,     1,     8,     3,     3,     1,     9,     2,     7,     0,     1,     1,     6,     4
580,    10,     5,    10,     7,     0,     2,     2,     1,     6,     1,     5,     2,     6,     0,     8,     2,     1,     0,     7,     5
581,     2,     1,     8,     6,     2,     1,     8,     6,     4,     5,     5,     2,     6,     0,     0,     2,     2,     2,     5,     3
582,     1,     4,     5,     5,     8,     0,     1,     1,     6,     5,     1,     2,     1,     3,     2,     7,     1,     4,     3,     0
583,     1,     1,     6,     5,     1,     0,     8,     9,     3,     7,     5,     2,     7,     0,     3,     0,     2,     2,     7,     2
584,     1,     5,     8,     3,     8,     0,     8,     1,     7,     8,     2,     1,     2,     0,     0,     8,     1,     2,     2,     4
585,     7,     2,     7,     4,     9,     5,     2,     2,     3,     5,     7,     8,     9,     7,     3,     1,     5,     6,     7,     5
586,     2,     5,     5,     4,     2,     0,     6,     8,     6,     4,     5,     0,     7,     0,     0,     1,     3,     0,     7,     1
587,     7,     5,     6,     5,     9,     6,     6,     2,     4,     3,     7,     8,    10,    10,     2,     1,     5,     8,    10,     4
588,     4,     2,     1,     3,     0,     8,     4,     1,     5,     7,     4,     4,     9,     1,     1,     1,     8,     7,    10,     8
589,     5,     1,     2,     4,     2,     4,     7,     1,     6,     8,     2,     2,     6,     2,     1,     2,     6,     9,     9,     7
590,     1,     7,    10,     6,     3,     0,     5,     2,     7,     6,     8,     7,     9,     1,     0,     1,     2,     1,     8,     5
591,     3,     8,     7,     4,     4,     2,     5,     0,     7,     7,    10,     8,     6,     1,     0,     2,     4,     0,     8,     6
592,     2,     8,     7,     3,     2,     2,     4,     3,     4,     6,    10,     7,     5,     2,     0,     0,     0,     1,     4,     6
593,     2,     8,     7,     4,     1,     0,     7,     1,     5,     6,     7,     6,     4,     1,     2,     1,     1,     2,     7,     6
594,     1,     5,     7,     8,     1,     0,     9,     8,     5,     7,     6,     0,     6,     1,     0,     0,     3,     3,     8,     2
595,     6,    10,     7,     5,    10,     7,     3,     0,     5,     5,     7,    10,     8,     8,     1,     1,     7,     9,     9,     6
596,     6,     4,     2,     5,     3,     7,     6,     1,     5,     7,     1,     7,     8,     3,     1,     3,     7,     7,     9,     7
597,     0,     9,     8,     4,     5,     1,     5,     3,     5,     8,     6,     8,     7,     2,     1,     0,     1,     1,     9,     4
598,     1,     3,     5,     6,     3,     0,     6,     9,     4,     4,     1,     1,     8,     1,     0,     1,     3,     0,     8,     1
599,     2,     2,     6,     6,     9,     2,     6,     2,     7,     9,     1,     1,     2,     2,     0,     8,     2,     1,     2,     2
600,     3,     2,     7,     5,     9,     2,     5,     3,     5,     9,     1,     3,     5,     2,     1,     9,     3,     1,     0,     0
601,     2,     6,     7,     5,     3,     2,     4,     1,     7,     6,     8,     5,     5,     1,     0,     2,     1,     1,     7,     5
602,    10,     3,     6,     6,     0,     0,     1,     2,     5,     2,     1,     1,     9,     5,     7,     0,     0,     1,     4,     5
603,     3,     6,     8,     8,     8,     1,     9,     2,     6,     7,     0,     1,     3,     3,     1,     8,     3,     0,     2,     1
604,     8,     4,     7,     6,    10,     6,     6,     3,     4,     5,     4,     5,     7,     9,     1,     2,     3,     9,     6,     7
605,     2,     4,     7,     9,     2,     0,     6,     7,     5,     8,     3,     0,     5,     1,     0,     1,     2,     1,     5,     1
606,     3,     5,     7,     3,     6,     0,     3,     1,     3,     7,     0,     0,     2,     2,     0,     7,     1,     4,     3,     1
607,     3,     2,     8,     5,     7,     1,     3,     1,     6,     8,     2,     5,     1,     2,     0,     6,     3,     2,     2,     1
608,     6,     3,     7,     0,     1,     0,     1,     0,     5,     1,     3,     2,     7,     3,     7,     1,     0,     1,     5,     8
609,     4,     4,     8,     6,     8,     0,     9,     1,     1,     4,     1,     2,     1,     2,     0,     9,     3,     4,     2,     1
610,     0,     6,     6,     7,     5,     2,     5,     3,     4,     4,     9,     5,     6,     1,     0,     1,     1,     1,     9,     6
611,     4,     0,     3,     8,     3,     6,     5,     1,     5,     8,     3,     5,     9,     1,     0,     3,    10,     8,     8,     7
612,     8,     5,     6,     2,     1,     0,     0,     1,     5,     0,     3,     0,     9,     1,     9,     2,     2,     2,     7,     6
613,     0,     3,     7,     5,     2,     2,     9,     6,     4,     5,     6,     2,     8,     1,     2,     3,     3,     0,     8,     4
614,     1,     3,     7,     7,     8,     0,     5,     1,     5,     5,     2,     1,     0,     3,     0,     8,     1,     0,     1,     1
615,     2,     1,     8,     5,     3,     0,     8,     1,     7,     9,     4,     2,     3,     1,     0,     6,     4,     3,     0,     1
616,     9,     2,     5,     6,     1,     1,     1,     2,     5,     0,     2,     1,     8,     2,     7,     1,     1,     0,     8,     4
617,     3,     4,     9,     6,     3,     2,     2,     4,     6,     6,     9,     5,     5,     1,     2,     3,     0,     2,     8,     7
618,     9,     2,     1,     7,     1,     5,     6,     2,     1,     9,     1,     6,     8,     3,     0,     1,     9,     6,     9,     7
619,     3,     1,     1,     2,     3,     6,     5,     0,     6,     8,     4,     4,     8,     3,     1,     2,     9,    10,     8,     9
620,     9,     5,     5,     3,     8,     7,     4,     1,     7,     3,     6,     6,     8,     6,     0,     0,     6,     8,     7,     6
621,     3,     2,     6,     4,     9,     0,     5,     1,     4,     7,     2,     2,     5,     1,     1,     8,     1,     2,     1,     1
622,     2,     4,     7,     9,     9,     2,     4,     5,     3,     9,     0,     1,     2,     1,     0,     8,     1,     4,     0,     0
623,     4,     0,     1,     1,     1,     6,     5,     0,     4,     9,     4,     4,     9,     2,     0,     1,     6,     8,    10,     9
624,     4,     7,     7,     4,     2,     1,     6,     0,     4,     7,    10,     8,     7,     2,     1,     0,     1,     0,     6,     5
625,     9,     4,     8,     7,    10,     4,     5,     1,     4,     2,     6,     7,    10,     8,     3,     0,     1,     8,    10,     7
626,     9,     3,     8,     4,     7,     9,     6,     3,     5,     6,     8,     9,     6,     9,     0,     1,     5,     9,     4,     6
627,     0,     3,     6,     4,     2,     1,     8,     9,     6,     6,     4,     2,     8,     0,     0,     0,     4,     0,     3,     2
628,     8,     3,     6,     2,     0,     0,     0,     1,     5,     2,     2,     1,     9,     1,     7,     1,     0,     2,     5,     8
629,     8,     2,     1,     5,     2,     4,     5,     0,     7,     9,     3,     4,    10,     3,     1,     2,     5,     6,    10,    10
630,     8,     2,     8,     4,     5,     6,     5,     1,     4,     5,     8,     9,     5,     8,     1,     3,     6,     9,     7,     6
631,     8,     3,     8,     8,     8,     6,     5,     2,     5,     3,     7,     7,    10,    10,     0,     1,     5,     7,     6,     6
632,     8,     3,     7,     7,     0,     0,     0,     1,     4,     2,     1,     3,     7,     4,     8,     0,     0,     0,     6,     5
633,     7,     5,     5,     6,     0,     1,     3,     3,     9,     0,     2,     1,     8,     0,     8,     2,     3,     0,     9,     7
634,     3,     5,     8,     3,    10,     1,     6,     1,     7,     7,     2,     4,     0,     1,     3,     7,     3,     0,     3,     4
635,     2,     2,     1,     5,     3,     4,     3,     2,     4,     5,     2,     7,     8,     1,     1,     1,     7,     7,     7,     9
636,     5,     2,     0,     3,     4,     6,     5,     1,     6,     8,     0,     8,     9,     3,     1,     1,     7,    10,     9,     9
637,     8,     4,     6,     6,     4,     7,     7,     3,     4,     3,     8,     7,     7,     8,     0,     0,     6,    10,     6,     9
638,     4,     3,     2,     4,     0,     5,     2,     1,     6,     6,     5,     6,     9,     0,     0,     2,     9,     8,     8,     9
639,     2,     4,     7,     3,     0,     0,     6,     8,     5,     7,     4,     0,     8,     1,     2,     0,     1,     2,     8,     1
640,     7,     0,     1,     3,     2,     6,     6,     1,     5,     7,     0,     6,    10,     0,     0,     2,     8,     7,     7,     8
641,     2,     6,     7,     6,     7,     0,     6,     1,     5,     7,     1,     2,     1,     3,     0,     8,     2,     0,     1,     1
642,     2,     2,     7,     5,    10,     2,     4,     1,     8,     9,     0,     2,     1,     2,     1,     9,     1,     0,     2,     0
643,     3,     5,     7,     7,     7,     2,     6,     1,     8,    10,     2,     1,     0,     1,     3,     7,     1,     2,     2,     0
644,     5,     3,     7,     3,    10,     0,     5,     1,     5,    10,     2,     2,     1,     2,     2,     8,     2,     2,     0,     2
645,     3,     4,     6,     5,     9,     1,     5,     0,     6,     6,     3,     5,     1,     4,     0,     7,     2,     3,     2,     1
646,     8,     5,     7,     5,     0,     0,     0,     5,     7,     1,     1,     2,     7,     0,     8,     0,     1,     0,     8,     5
647,     1,     4,     4,     4,     3,     0,    10,     6,     1,     6,     4,     1,     7,     1,     3,     0,     1,     2,     6,     2
648,     0,     4,     8,     4,     8,     0,     5,     3,     7,     9,     4,     2,     3,     3,     0,     8,     2,     1,     2,     3
649,     2,     2,     7,     6,     9,     0,     5,     2,     6,     5,     6,     2,     1,     2,     1,     6,     2,     2,     1,     0
650,     2,     7,     9,     4,     5,     2,     4,     2,     7,     9,     6,     6,     7,     0,     2,     1,     2,     1,     9,     7
651,     8,     3,     7,     4,     0,     0,     0,     3,     7,     2,     4,     1,     8,     1,     9,     0,     0,     2,     6,     4
652,     0,     3,     6,     4,     7,     0,     3,     1,     7,     7,     0,     3,     0,     1,     3,    10,     1,     2,     2,     1
653,     4,     2,     0,     5,     0,     5,     5,     2,     6,     7,     3,     5,    10,     3,     0,     1,     4,     8,     8,    10
654,     1,     6,     9,     6,     1,     0,     6,     2,     4,    10,     8,     5,     9,     2,     1,     1,     0,     0,     6,     7
655,     5,     5,     8,     6,    10,     6,     5,     0,     7,     3,     7,     7,    10,     9,     0,     0,     1,     9,     7,     6
656,     6,     5,     6,     2,     1,     1,     3,     2,     6,     0,     2,     0,     9,     0,     7,     0,     4,     0,     8,     6
657,     6,     3,     7,     5,     1,     0,     1,     2,     6,     0,     3,     1,     8,     2,     8,     0,     0,     0,    10,     8
658,     2,     3,     5,     7,     8,     1,     3,     0,     4,     8,     2,     1,     0,     2,     2,     7,     1,     0,     2,     1
659,     4,     1,     8,     7,     9,     1,     3,     2,     8,     8,     1,     2,     1,     1,     0,     6,     0,     1,     1,     0
660,     7,     3,     9,     6,     1,     2,     3,     3,     4,     3,     0,     3,     8,     0,     8,     1,     1,     1,     9,     6
661,     2,     6,     9,     4,     3,     0,     3,     0,     3,     6,     8,     4,     8,     0,     2,     1,     0,     1,     7,     3
662,     9,     4,     8,     5,     8,     6,     6,     1,     4,     1,     6,     7,     8,     7,     0,     1,     6,     7,     8,     8
663,     1,     7,     6,     4,     7,     1,     6,     3,     5,     8,     9,     5,     9,     1,     0,     1,     1,     2,     8,     5
664,     5,     1,     2,     4,     2,     8,     5,     0,     3,     9,     1,     4,     9,     2,     0,     1,     5,     7,    10,    10
665,     1,     2,     8,     7,     1,     1,     8,     7,     4,     8,     4,     1,     9,     0,     3,     1,     2,     1,     7,     1
666,     3,     7,     8,     4,     7,     0,     5,     2,     8,    10,     2,     3,     0,     1,     2,     8,     4,     1,     1,     0
667,     1,     2,     4,     3,     1,     1,     4,     9,     5,     2,     6,     0,     9,     0,     1,     1,     2,     1,     6,     5
668,     4,     8,    10,     7,     4,     1,     4,     2,     6,     8,     9,     6,     7,     3,     2,     2,     4,     1,     8,     6
669,     3,     2,     1,     5,     3,     6,     3,     3,     3,     9,     1,     4,     9,     2,     0,     0,     7,     5,     9,    10
670,     3,     2,     6,     3,     7,     0,     5,     3,     4,     7,     3,     3,     1,     2,     2,     9,     1,     4,     1,     2
